Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A],IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A],delIDS [A],delIDS [A],RatioIDS,RatioIDS
Standard,MgCl2,-0.2,0.01,0.2,1.1951401952552312e-05,4.212511786559483e-06,1.199434755564441e-05,4.252281966597891e-06,4.294560309209632e-08,3.9848278432088126e-08,1.0029179315926886,0.0028761755292176254
Standard,MgCl2,-0.2,0.01,0.4,2.2322247740903642e-05,7.727261836550443e-06,2.232405176596028e-05,7.747254428499659e-06,1.8040250566444295e-09,3.5924182338349074e-08,0.999792131571247,0.001702213696813487
Standard,MgCl2,-0.2,0.1,0.05,2.980961962741184e-06,8.40356212804753e-07,3.014623067198935e-06,8.411049497525344e-07,3.366110445775086e-08,2.0311687582074384e-08,1.0116804378827235,0.0068036322645814665
Standard,MgCl2,-0.2,0.1,0.1,5.215434351297405e-06,1.747962449424851e-06,5.212491803060546e-06,1.7428329829920343e-06,-2.942548236859824e-09,8.439513921407875e-09,0.9997064916972859,0.0018925790189703127
Standard,MgCl2,-0.2,0.1,0.2,1.1650938722554889e-05,3.859571384282193e-06,1.1718337651363939e-05,3.911348959485209e-06,6.739892880904908e-08,5.179848267445095e-08,1.0050261523268684,0.003439699369552627
Standard,MgCl2,-0.2,0.1,0.4,2.1189242514970064e-05,7.147637190051003e-06,2.1308903193612775e-05,7.167024191303408e-06,1.1966067864271256e-07,2.464722952550702e-08,1.005946819300407,0.0014494581957001916
Standard,MgCl2,-0.2,1.0,0.05,3.006778000000001e-06,8.368861082292147e-07,3.010512e-06,8.101307545443019e-07,3.733999999999876e-09,2.7010394241477064e-08,1.003123406732015,0.010147057176681889
Standard,MgCl2,-0.2,1.0,0.1,5.245367599999999e-06,1.7339023617220897e-06,5.275329933333333e-06,1.693158585639919e-06,2.996233333333363e-08,4.4942968769023486e-08,1.008000953565513,0.010503958948647925
Standard,MgCl2,-0.2,1.0,0.2,1.1260355266666668e-05,3.7163438901524203e-06,1.1295636266666666e-05,3.7268385225019096e-06,3.528099999999803e-08,1.276577968633129e-08,1.0031606855122122,0.0005555616858377683
Standard,MgCl2,-0.2,1.0,0.4,2.0656188666666667e-05,6.9183415096551385e-06,2.0768323333333335e-05,6.992008954615646e-06,1.1213466666666836e-07,7.44749897706204e-08,1.0049009774928208,0.0023941326021270524
Standard,MgCl2,-0.2,10.0,0.05,2.995119720558883e-06,8.147876700798883e-07,3.0303825948103793e-06,8.316999381475148e-07,3.52628742514969e-08,1.9363312822320526e-08,1.0113788729977469,0.003514355951230051
Standard,MgCl2,-0.2,10.0,0.1,5.398007651363939e-06,1.7771225895753967e-06,5.434048023952096e-06,1.7972284183530506e-06,3.6040372588157024e-08,3.4850426066276193e-08,1.0065592240787995,0.005227274839953121
Standard,MgCl2,-0.2,10.0,0.2,1.0854817744510978e-05,3.6433762621561092e-06,1.098740860279441e-05,3.663489800805042e-06,1.3259085828343323e-07,2.0113566917430482e-08,1.0128997429027706,0.0030624160188780637
Standard,MgCl2,-0.2,10.0,0.4,2.0201962075848304e-05,6.807906445531222e-06,2.0467029807052557e-05,6.9354537775235285e-06,2.650677312042574e-07,1.2767825883690465e-07,1.0125419013458614,0.002583286815119717
Standard,MgCl2,-0.2,40.0,0.05,3.105558783068783e-06,8.937415995317879e-07,3.17800052910053e-06,9.153132536277806e-07,7.244174603174648e-08,3.4507443852899826e-08,1.0231634136400607,0.0077434756009134124
Standard,MgCl2,-0.2,40.0,0.1,5.845070978835978e-06,1.9019701355851684e-06,5.985883835978835e-06,1.9470213734219436e-06,1.4081285714285715e-07,4.604193638819358e-08,1.0241990154276135,0.0017928530532584476
Standard,MgCl2,-0.2,40.0,0.2,1.0825366878306876e-05,3.6599303497585186e-06,1.0991002592592592e-05,3.744261539746684e-06,1.6563571428571526e-07,8.480331520326051e-08,1.0145024081455516,0.0035902340776986863
Standard,MgCl2,-0.2,40.0,0.4,2.012725740740741e-05,6.87608132217398e-06,2.0520078571428576e-05,7.044541383916182e-06,3.9282116402116564e-07,1.7004108091576367e-07,1.0189791598493834,0.0025625271060710827
Standard,MgCl2,-0.1,0.01,0.05,2.5028156653338665e-06,9.186859492317958e-07,2.524466566440091e-06,9.151030302224064e-07,2.165090110622424e-08,7.485565919410326e-09,1.0097322762292762,0.004773193175038527
Standard,MgCl2,-0.1,0.01,0.1,4.814302139144342e-06,1.8321920345716398e-06,4.828034387578301e-06,1.8276073872204072e-06,1.3732248433959743e-08,2.9388253010879982e-08,1.0032615632385748,0.0052945825650771395
Standard,MgCl2,-0.1,0.01,0.2,1.2216502558976408e-05,4.288685883567244e-06,1.2225446710649075e-05,4.297986966902884e-06,8.944151672665071e-09,2.7022437583524745e-08,1.0005864248656575,0.0018257563775014832
Standard,MgCl2,-0.1,0.01,0.4,2.316615607090497e-05,7.95589015153792e-06,2.3089847154471544e-05,7.96416073778298e-06,-7.63089164334289e-08,8.008109400193305e-08,0.9962050712153818,0.0036773582593395996
Standard,MgCl2,-0.1,0.1,0.05,2.989789787092482e-06,7.931584665936252e-07,2.9940646773120426e-06,8.011912496695782e-07,4.274890219560696e-09,2.430578492559937e-08,1.0012355272530928,0.007603225597718663
Standard,MgCl2,-0.1,0.1,0.1,5.21568e-06,1.804315297432154e-06,5.233034031936128e-06,1.7980563319165173e-06,1.7354031936127517e-08,1.4209854334472985e-08,1.0040984020793198,0.004475789055812962
Standard,MgCl2,-0.1,0.1,0.2,1.1731837292082501e-05,3.902572613113933e-06,1.1760055129740519e-05,3.924115324557528e-06,2.821783765801777e-08,2.3530174703333178e-08,1.0020984030060953,0.0015283951337636606
Standard,MgCl2,-0.1,0.1,0.4,2.1368093147039252e-05,7.191756212093659e-06,2.1470939454424487e-05,7.247431136913601e-06,1.0284630738522964e-07,6.226693519102189e-08,1.0045015827586157,0.0017923256571816756
Standard,MgCl2,-0.1,1.0,0.05,3.045558266666667e-06,8.372146653800407e-07,3.0333203333333335e-06,7.899551600997699e-07,-1.223793333333364e-08,4.794449640337574e-08,0.99897661890816,0.017107754741447524
Standard,MgCl2,-0.1,1.0,0.1,5.2661897333333325e-06,1.7136229930124561e-06,5.271513866666666e-06,1.7153450318646606e-06,5.324133333333819e-09,4.3088664153965405e-08,1.0006667838544718,0.008420945014643305
Standard,MgCl2,-0.1,1.0,0.2,1.13320328e-05,3.7525415371160277e-06,1.1340219666666667e-05,3.764279663259138e-06,8.186866666667218e-09,1.2136633052594597e-08,1.0004848953209422,0.0010968713754589397
Standard,MgCl2,-0.1,1.0,0.4,2.071476e-05,6.95649350763357e-06,2.083818266666667e-05,7.0313461969327995e-06,1.2342266666666653e-07,7.709228211263089e-08,1.0054586835698975,0.0023733049275199993
Standard,MgCl2,-0.1,10.0,0.05,3.0339755688622757e-06,8.362624312325475e-07,3.0440406719893546e-06,8.538697126463497e-07,1.0065103127079356e-08,1.985835785315915e-08,1.0022029831927353,0.007141785092940751
Standard,MgCl2,-0.1,10.0,0.1,5.411245229540917e-06,1.7811623586600684e-06,5.40930995342648e-06,1.8288009004138517e-06,-1.9352761144372518e-09,5.1521816362750195e-08,0.9975970212810356,0.009509478757341388
Standard,MgCl2,-0.1,10.0,0.2,1.0957880818363271e-05,3.6902591198540007e-06,1.1046203413173652e-05,3.7021215821952324e-06,8.832259481037909e-08,1.211846903337229e-08,1.008557464098439,0.0022177086906871664
Standard,MgCl2,-0.1,10.0,0.4,2.0249081170991348e-05,6.841520892119187e-06,2.0460916833000664e-05,6.935456879778485e-06,2.1183566200931367e-07,9.709709158084133e-08,1.010110253685774,0.0018934461417884892
Standard,MgCl2,-0.1,40.0,0.05,3.113192724867725e-06,8.540148696583515e-07,3.157375476190476e-06,8.80304660416403e-07,4.418275132275104e-08,4.984072653185186e-08,1.013316372163586,0.012747350636521345
Standard,MgCl2,-0.1,40.0,0.1,5.932838544973546e-06,1.953008431866385e-06,5.99875023809524e-06,1.999825733551633e-06,6.59116931216937e-08,4.69512278372238e-08,1.0100823034284265,0.004689623535194503
Standard,MgCl2,-0.1,40.0,0.2,1.1009923095238095e-05,3.755970250529913e-06,1.1096717592592595e-05,3.7546502252388874e-06,8.679449735449843e-08,2.6274052182683594e-08,1.008729888564735,0.004154340515272635
Standard,MgCl2,-0.1,40.0,0.4,1.9911613756613755e-05,6.606836776262224e-06,2.01826373015873e-05,6.825270510258448e-06,2.710235449735436e-07,2.503858289542435e-07,1.011653008707153,0.01037847275808759
Standard,MgCl2,0.1,0.01,0.05,2.537137371318139e-06,9.500392140218561e-07,2.5532020078635214e-06,9.378491019778181e-07,1.60646365453817e-08,1.9502513052986645e-08,1.0079382058197908,0.008088609347199837
Standard,MgCl2,0.1,0.01,0.1,4.8534078315340535e-06,1.8112389781548985e-06,4.826494758096761e-06,1.8206289210395223e-06,-2.6913073437292334e-08,1.0075641061661663e-08,0.9930864015309157,0.005697316904444358
Standard,MgCl2,0.1,0.01,0.2,1.235712956284153e-05,4.356009246987154e-06,1.236996144875383e-05,4.348572645595489e-06,1.2831885912301829e-08,1.0549474277414334e-08,1.001362150206904,0.0014808699988168637
Standard,MgCl2,0.1,0.01,0.4,2.3841973437291753e-05,8.284965169646503e-06,2.3671997534319603e-05,8.200504524464495e-06,-1.6997590297214546e-07,1.1077158808366467e-07,0.9931779923524277,0.002785938560484257
Standard,MgCl2,0.1,0.1,0.05,2.99797502994012e-06,8.113675211746387e-07,3.004050339321358e-06,8.189672828020244e-07,6.075309381237749e-09,8.262788288785978e-09,1.0016712496852314,0.002116058272935018
Standard,MgCl2,0.1,0.1,0.1,5.2062813639387885e-06,1.7801121185153745e-06,5.246692035928145e-06,1.7870301803908473e-06,4.041067198935531e-08,7.131900891877608e-09,1.0081337524523357,0.0017482665003493085
Standard,MgCl2,0.1,0.1,0.2,1.1753433386560215e-05,3.920177700953022e-06,1.1818421989354622e-05,3.939183653796007e-06,6.498860279441035e-08,2.285570647941617e-08,1.00559033489279,0.0009435243944100012
Standard,MgCl2,0.1,0.1,0.4,2.147019254823686e-05,7.202712328685066e-06,2.1569906852960746e-05,7.2691755683551144e-06,9.971430472388567e-08,8.010989603203266e-08,1.0041621608734312,0.0028121823898441907
Standard,MgCl2,0.1,1.0,0.05,3.0277573333333335e-06,8.066630158440472e-07,3.022194733333333e-06,8.073255223990459e-07,-5.562599999999854e-09,4.145312740915754e-09,0.9980645685989322,0.001359743414388763
Standard,MgCl2,0.1,1.0,0.1,5.256334599999999e-06,1.7353280828982284e-06,5.260705466666666e-06,1.7514089026878481e-06,4.370866666667195e-09,3.150828926510035e-08,1.0003774365798404,0.00510720728329994
Standard,MgCl2,0.1,1.0,0.2,1.1302551333333332e-05,3.761103694084667e-06,1.1346812266666669e-05,3.7757981815538037e-06,4.426093333333592e-08,3.391552132303586e-08,1.0039306475237122,0.0022759234592150185
Standard,MgCl2,0.1,1.0,0.4,2.0675980000000002e-05,6.9100681275203106e-06,2.0826186666666665e-05,7.000289166166303e-06,1.5020666666666334e-07,9.040471130053314e-08,1.0066794461084865,0.00263270648091429
Standard,MgCl2,0.1,10.0,0.05,3.0496797804391215e-06,8.512849439204629e-07,3.0440089088489685e-06,8.478957430033972e-07,-5.670871590152815e-09,4.6374051279506245e-09,0.9982993830996469,0.0013915732320665395
Standard,MgCl2,0.1,10.0,0.1,5.407279314703925e-06,1.8471958144277622e-06,5.416606766467067e-06,1.821751359025398e-06,9.327451763140767e-09,2.9282864202083974e-08,1.0032442627135074,0.007744182248043896
Standard,MgCl2,0.1,10.0,0.2,1.1085363206919494e-05,3.714317134445208e-06,1.1097657924151697e-05,3.7246277566195912e-06,1.2294717232203148e-08,1.1075203579181469e-08,1.000935165872703,0.0008490578637733629
Standard,MgCl2,0.1,10.0,0.4,2.0328764071856284e-05,6.870596662513233e-06,2.0498684630738517e-05,6.901395297114896e-06,1.6992055888223435e-07,3.6606576357585085e-08,1.00875253314635,0.0019065502430102134
Standard,MgCl2,0.1,40.0,0.05,3.1830142857142863e-06,8.986857537941831e-07,3.1516664550264556e-06,8.942150211899303e-07,-3.134783068783109e-08,1.786169223835969e-08,0.9897864698636839,0.005137182694203109
Standard,MgCl2,0.1,40.0,0.1,5.991780555555556e-06,2.0034559158955495e-06,5.975855026455027e-06,1.9627304260969894e-06,-1.5925529100529426e-08,4.17082301131711e-08,0.998761919304958,0.006374565799218377
Standard,MgCl2,0.1,40.0,0.2,1.110378007936508e-05,3.7853555271250067e-06,1.1066625317460319e-05,3.783480261724022e-06,-3.7154761904760444e-08,1.8042429888075265e-08,0.9963745017508135,0.0017923102915123877
Standard,MgCl2,0.1,40.0,0.4,2.0095220105820106e-05,6.783298229016024e-06,2.026197936507936e-05,6.813008633491584e-06,1.6675925925925937e-07,9.10972499008041e-08,1.0087084253314265,0.004021680574757656
Standard,MgCl2,0.2,0.01,0.05,2.4885098190057307e-06,9.004450076332601e-07,2.4852924656803947e-06,9.147270606251514e-07,-3.2173533253362333e-09,3.304784245557768e-08,0.9965038095169785,0.01745654889898915
Standard,MgCl2,0.2,0.01,0.1,4.778757034519526e-06,1.8089938433842706e-06,4.780387197121151e-06,1.8079163992685005e-06,1.6301626016256745e-09,2.034658888369994e-08,1.0002512725984258,0.0038148953445336273
Standard,MgCl2,0.2,0.01,0.2,1.2079314894042384e-05,4.226918521017909e-06,1.209545339330934e-05,4.255795689482169e-06,1.6138499266958536e-08,3.3728097713455974e-08,1.0006996399332604,0.003013237288561566
Standard,MgCl2,0.2,0.01,0.4,2.270387007863521e-05,7.814733809202992e-06,2.2668485938957754e-05,7.80945772562608e-06,-3.538413967745908e-08,5.439318521432196e-08,0.9983256477887347,0.0020709523088465057
Standard,MgCl2,0.2,0.1,0.05,2.996269747172322e-06,8.340577369439891e-07,2.9841266400532267e-06,8.301161307623668e-07,-1.214310711909542e-08,1.2081140552386815e-08,0.9961133751730887,0.0039891962825380645
Standard,MgCl2,0.2,0.1,0.1,5.199960093147039e-06,1.7800479375978446e-06,5.215124936793081e-06,1.7477044864039417e-06,1.5164843646041412e-08,3.457056715353128e-08,1.004983543635104,0.009870189382205715
Standard,MgCl2,0.2,0.1,0.2,1.1674407485029941e-05,3.902626845907611e-06,1.1695019820359283e-05,3.893296619989446e-06,2.0612335329341187e-08,3.5841660214095494e-08,1.0022084334954169,0.0032099536603689663
Standard,MgCl2,0.2,0.1,0.4,2.1260403393213574e-05,7.166774720373304e-06,2.1394488423153693e-05,7.216963716677469e-06,1.340850299401181e-07,5.0402746211590025e-08,1.0062361881746693,0.0003603016737414098
Standard,MgCl2,0.2,1.0,0.05,3.0260094e-06,8.16814192167325e-07,3.033002333333333e-06,8.132282482748944e-07,6.9929333333333624e-09,4.0532382121130176e-08,1.0023271404061727,0.013193706877548408
Standard,MgCl2,0.2,1.0,0.1,5.263726599999999e-06,1.70381634735469e-06,5.271354666666668e-06,1.7279329083424198e-06,7.628066666667267e-09,2.4221266338763734e-08,1.0004465646223968,0.004664734860145396
Standard,MgCl2,0.2,1.0,0.2,1.12849112e-05,3.718223514067588e-06,1.1279663733333333e-05,3.7347669344665952e-06,-5.247466666666162e-09,2.6678877938424756e-08,0.9990438570012268,0.0027542883707209706
Standard,MgCl2,0.2,1.0,0.4,2.0673354000000002e-05,6.943089049746375e-06,2.0807822e-05,7.000596461846092e-06,1.3446799999999757e-07,5.928221574806391e-08,1.006316307003358,0.0010382541106958322
Standard,MgCl2,0.2,10.0,0.05,3.009650066533599e-06,8.227230449469903e-07,2.9807480172987355e-06,8.144667390449843e-07,-2.8902049234863713e-08,1.626521289941444e-08,0.9905650020350539,0.004611614655300581
Standard,MgCl2,0.2,10.0,0.1,5.407089081836327e-06,1.7882524142512211e-06,5.384365495675315e-06,1.8286455907974844e-06,-2.2723586161011807e-08,4.1463876691706295e-08,0.9935087435148541,0.011023744006667795
Standard,MgCl2,0.2,10.0,0.2,1.089877626081171e-05,3.6247054993348435e-06,1.0890075555555557e-05,3.652577237392507e-06,-8.700705256154268e-09,2.8275606305132225e-08,0.9983485145553755,0.003882025139717627
Standard,MgCl2,0.2,10.0,0.4,2.0201510645375914e-05,6.77652169674161e-06,2.0442435795076514e-05,6.919338558521335e-06,2.4092514970059694e-07,1.4575797614200475e-07,1.0109790050797338,0.004440726347167748
Standard,MgCl2,0.2,40.0,0.05,3.0919353174603176e-06,8.75491308852404e-07,3.1044875925925927e-06,8.583112307287353e-07,1.2552275132275084e-08,1.718010404844719e-08,1.0056519369341734,0.008451853176601597
Standard,MgCl2,0.2,40.0,0.1,5.903981719576719e-06,1.929400130140641e-06,5.854153571428572e-06,1.911049274976961e-06,-4.982814814814857e-08,1.892102115386434e-08,0.9916106534001078,0.0007650396300772451
Standard,MgCl2,0.2,40.0,0.2,1.0896392698412698e-05,3.7118519784575897e-06,1.0842903095238093e-05,3.644928186031306e-06,-5.3489603174603534e-08,7.100411384116913e-08,0.996509395300461,0.006567788077069529
Standard,MgCl2,0.2,40.0,0.4,1.9904382275132272e-05,6.715619924955476e-06,2.0333317724867724e-05,6.932906840830429e-06,4.2893544973545116e-07,3.0411587788144067e-07,1.020461002948197,0.01032001548445561
Standard,MgCl2,0.3,0.01,0.05,2.428795593762495e-06,9.120395788784273e-07,2.436404420498467e-06,8.876839028449658e-07,7.608826735972295e-09,2.4732963764714155e-08,1.0063064306020368,0.01350794999182324
Standard,MgCl2,0.3,0.01,0.1,4.770075741703319e-06,1.8107096591527682e-06,4.768466296148208e-06,1.797722100099739e-06,-1.6094455551112033e-09,2.3406875777115346e-08,1.0007634366824172,0.006016288751970442
Standard,MgCl2,0.3,0.01,0.2,1.1879184703451953e-05,4.201781681878966e-06,1.1901109598827137e-05,4.207533441674855e-06,2.1924895375185282e-08,2.8642284243015444e-08,1.0018800633065927,0.0019691799679618536
Standard,MgCl2,0.3,0.01,0.4,2.199741881913901e-05,7.62815607208521e-06,2.201371904571505e-05,7.585381393510367e-06,1.630022657603655e-08,6.657807327002744e-08,1.0014263997762891,0.003491042952673646
Standard,MgCl2,0.3,0.1,0.05,3.013123858948769e-06,8.55772903571442e-07,2.997332687957419e-06,8.402119403312414e-07,-1.579117099135057e-08,3.0749622402919656e-08,0.995249593213583,0.008693428118181686
Standard,MgCl2,0.3,0.1,0.1,5.201411663339987e-06,1.7615824188500282e-06,5.2273948569527606e-06,1.7635461678400742e-06,2.598319361277374e-08,3.4739333717360574e-09,1.0053174090152608,0.001451014058209138
Standard,MgCl2,0.3,0.1,0.2,1.1587533972055887e-05,3.827729369197581e-06,1.1634330532268796e-05,3.862886057236106e-06,4.6796560212906606e-08,3.6706861402681135e-08,1.0035369991272167,0.002389248318043916
Standard,MgCl2,0.3,0.1,0.4,2.111487112441783e-05,7.121558286090826e-06,2.1240875116433796e-05,7.156465247831591e-06,1.2600399201596625e-07,4.145205497705952e-08,1.0060705038083475,0.0009907976915128902
Standard,MgCl2,0.3,1.0,0.05,2.999782933333333e-06,7.966170171734303e-07,2.9939016666666663e-06,7.924479399755252e-07,-5.881266666666565e-09,4.173268437727564e-09,0.9982080734787703,0.0009558326713436071
Standard,MgCl2,0.3,1.0,0.1,5.214453600000001e-06,1.711379757132204e-06,5.248308933333333e-06,1.710512168825541e-06,3.385533333333274e-08,1.1563816467470932e-08,1.007179243590433,0.004144960965125352
Standard,MgCl2,0.3,1.0,0.2,1.1220693733333335e-05,3.7123370899946324e-06,1.1264960866666666e-05,3.73691838950104e-06,4.4267133333332705e-08,3.594831720474831e-08,1.0036715207317286,0.0023450629954872427
Standard,MgCl2,0.3,1.0,0.4,2.0579412e-05,6.89545236969323e-06,2.077897e-05,6.986733450609949e-06,1.9955799999999962e-07,9.300659402429689e-08,1.009329123944054,0.001819793773542923
Standard,MgCl2,0.3,10.0,0.05,2.9639175382568195e-06,8.426304060109324e-07,2.9865617099135062e-06,7.985593623200272e-07,2.264417165668654e-08,4.647702924585151e-08,1.0115245015514975,0.021857893586362684
Standard,MgCl2,0.3,10.0,0.1,5.366171057884232e-06,1.7571116335431445e-06,5.361919680638722e-06,1.7483439782299613e-06,-4.251377245509345e-09,1.0431233295389792e-08,0.9995926701203536,0.0022418073061991387
Standard,MgCl2,0.3,10.0,0.2,1.0767022035928143e-05,3.656538318514536e-06,1.0835424637391881e-05,3.6560794140649336e-06,6.840260146373975e-08,1.9244534676319814e-08,1.0070566966593175,0.0035021108278630014
Standard,MgCl2,0.3,10.0,0.4,2.008672914171657e-05,6.75244699199536e-06,2.0528039055222886e-05,6.912315432194153e-06,4.413099135063181e-07,1.6073000856138216e-07,1.0218023418122029,0.0010128712318547713
Standard,MgCl2,0.3,40.0,0.05,3.0821601058201057e-06,8.540038716526019e-07,3.080992513227513e-06,8.703847463821873e-07,-1.1675925925927046e-09,2.3089199153922734e-08,0.9983062513321367,0.008763305381428011
Standard,MgCl2,0.3,40.0,0.1,5.774018756613757e-06,1.9238611636767727e-06,5.742734232804232e-06,1.8703107370139589e-06,-3.128452380952396e-08,5.38490789881054e-08,0.9964970541623677,0.009012235336794839
Standard,MgCl2,0.3,40.0,0.2,1.0691814603174603e-05,3.618105949467325e-06,1.0716727275132274e-05,3.642262713852528e-06,2.491267195767184e-08,2.645508444534444e-08,1.0018878586665136,0.002109904466770972
Standard,MgCl2,0.3,40.0,0.4,1.999045343915344e-05,6.811376981513287e-06,2.073251746031746e-05,7.104562254966618e-06,7.420640211640207e-07,3.100988303896871e-07,1.0365165959490374,0.0050464695096547225
Standard,MgCl2,0.4,0.01,0.05,2.4099965780354524e-06,8.906080516125997e-07,2.4108609226975875e-06,9.028073963170914e-07,8.643446621353646e-10,1.6813847208729427e-08,0.9987684069060906,0.009187361227665785
Standard,MgCl2,0.4,0.01,0.1,4.752001318139411e-06,1.8194398626730645e-06,4.744289141676662e-06,1.8144369541440288e-06,-7.71217646274786e-09,1.8806799095729443e-08,0.9987211049280044,0.0037455874458531334
Standard,MgCl2,0.4,0.01,0.2,1.1676479428228708e-05,4.120722786421691e-06,1.1728433703851792e-05,4.155963397057886e-06,5.1954275623084426e-08,3.524397747411219e-08,1.0039733886128763,0.0020236770280280133
Standard,MgCl2,0.4,0.01,0.4,2.1555636545381844e-05,7.438821453833334e-06,2.161471701985872e-05,7.4754839883015376e-06,5.9080474476876554e-08,6.446090200788375e-08,1.0024826180009805,0.0023724287361777375
Standard,MgCl2,0.4,0.1,0.05,2.974275695276115e-06,8.257834192758392e-07,2.980842987358616e-06,8.243267985802752e-07,6.5672920825013e-09,2.7221920134617988e-08,1.0021643976764565,0.009234998419942303
Standard,MgCl2,0.4,0.1,0.1,5.193813166999335e-06,1.80499272410892e-06,5.193139041916168e-06,1.7829575304486552e-06,-6.741250831675204e-10,2.901898743836859e-08,1.000843950693011,0.004983256928419897
Standard,MgCl2,0.4,0.1,0.2,1.1523462880904856e-05,3.8435571731380785e-06,1.1579937664670659e-05,3.860121143137276e-06,5.6474783765802396e-08,4.9877113267270735e-08,1.004991175154338,0.0034658195806080584
Standard,MgCl2,0.4,0.1,0.4,2.094901536926148e-05,7.06849631790478e-06,2.1102583033932133e-05,7.072597258661426e-06,1.5356766467065908e-07,1.6294547368220514e-08,1.0080374420568121,0.0032206282055405678
Standard,MgCl2,0.4,1.0,0.05,3.040631533333334e-06,8.188680298223969e-07,3.0293467333333337e-06,8.046277015430508e-07,-1.1284800000000416e-08,1.6620764084722778e-08,0.9971059267104277,0.0056885835988219405
Standard,MgCl2,0.4,1.0,0.1,5.258639866666667e-06,1.7122472596294297e-06,5.261977733333334e-06,1.7185394530147545e-06,3.337866666666845e-09,8.605615850904079e-09,1.00043852854524,0.001293619215546551
Standard,MgCl2,0.4,1.0,0.2,1.1161242666666667e-05,3.6838151316157728e-06,1.1215050266666665e-05,3.7148342747572733e-06,5.380760000000014e-08,3.660725219515874e-08,1.004460417114087,0.00221669977313612
Standard,MgCl2,0.4,1.0,0.4,2.0509244666666667e-05,6.874561383534612e-06,2.0754417333333335e-05,6.971622650013217e-06,2.4517266666666586e-07,9.885976298440747e-08,1.0117259611595897,0.001298564535451144
Standard,MgCl2,0.4,10.0,0.05,2.9364192747837657e-06,7.801238298029159e-07,2.979090232867598e-06,7.938188977110247e-07,4.267095808383261e-08,1.4488003851922673e-08,1.014326336667456,0.0020581385696559406
Standard,MgCl2,0.4,10.0,0.1,5.388569201596807e-06,1.7717340516242665e-06,5.4121335728542925e-06,1.7788792903786263e-06,2.3564371257485143e-08,1.7554937398317704e-08,1.0045429580658745,0.0032215291369105657
Standard,MgCl2,0.4,10.0,0.2,1.0660936041250833e-05,3.575567370184676e-06,1.0866372880904858e-05,3.632207656447075e-06,2.0543683965402475e-07,6.182121309307811e-08,1.0196476089490938,0.002639536912594941
Standard,MgCl2,0.4,10.0,0.4,1.9950254624085163e-05,6.656295500725e-06,2.074611616766467e-05,6.951079520125324e-06,7.958615435795092e-07,3.0713605115538073e-07,1.039481089180067,0.004112185908836112
Standard,MgCl2,0.4,40.0,0.05,3.061597671957672e-06,8.650490971106826e-07,3.0733607142857145e-06,8.59980844056005e-07,1.1763042328042608e-08,2.1674952033531578e-08,1.004609708222575,0.007440715407517646
Standard,MgCl2,0.4,40.0,0.1,5.686157407407408e-06,1.8936370617757086e-06,5.6831922222222225e-06,1.8969637712921143e-06,-2.965185185185579e-09,1.092365643916266e-08,0.9993770356280943,0.0017925077664942394
Standard,MgCl2,0.4,40.0,0.2,1.055822029100529e-05,3.5929211988196996e-06,1.0817140846560845e-05,3.6541272649411304e-06,2.5892055555555456e-07,7.632792099396558e-08,1.0253751807025744,0.005342736734058944
Standard,MgCl2,0.4,40.0,0.4,2.0072284126984124e-05,6.874793688668718e-06,2.164377433862434e-05,7.444936926703128e-06,1.5714902116402157e-06,6.040006249091262e-07,1.0778730867806483,0.008804827975585088
Standard,MgCl2,0.5,0.01,0.05,2.4024639906703985e-06,8.864043739159906e-07,2.401774475809676e-06,8.767223346845218e-07,-6.89514860722119e-10,1.350053124730308e-08,1.00055071214761,0.004767609025833502
Standard,MgCl2,0.5,0.01,0.1,4.7532009113687855e-06,1.848691789407966e-06,4.7631723177395706e-06,1.8097371631218557e-06,9.971406370785294e-09,5.793312985443146e-08,1.0058176758163526,0.01746205188627387
Standard,MgCl2,0.5,0.01,0.2,1.1531839181660668e-05,4.11588685906002e-06,1.155703825936292e-05,4.121217942220737e-06,2.5199077702251714e-08,2.5774120862613458e-08,1.0022732048892533,0.001845540042636471
Standard,MgCl2,0.5,0.01,0.4,2.1145515047314407e-05,7.303600896343305e-06,2.1260983953085428e-05,7.369029596755628e-06,1.154689057710218e-07,7.616924773936746e-08,1.0050622155599733,0.002351191061979934
Standard,MgCl2,0.5,0.1,0.05,2.9941598802395212e-06,8.421610316969407e-07,3.0121722222222224e-06,8.252470663222414e-07,1.8012341982701217e-08,1.919447939216437e-08,1.007410923857157,0.007653848389170374
Standard,MgCl2,0.5,0.1,0.1,5.183867092481703e-06,1.7322830419092299e-06,5.204243107119095e-06,1.7433765269815802e-06,2.0376014637392724e-08,1.2988633934289901e-08,1.0037770224042537,0.001325186433880893
Standard,MgCl2,0.5,0.1,0.2,1.1450927385229542e-05,3.803167721219319e-06,1.1551842135728543e-05,3.856863588208663e-06,1.0091475049900149e-07,5.374485855140941e-08,1.0082812700820536,0.0024107570489082675
Standard,MgCl2,0.5,0.1,0.4,2.0812397272122425e-05,6.9916201871245195e-06,2.0994800864936795e-05,7.080174166050796e-06,1.8240359281437183e-07,8.961125482086418e-08,1.008358269285858,0.0019109539553019892
Standard,MgCl2,0.5,1.0,0.05,2.9846830666666668e-06,7.826838046140044e-07,3.0213201999999994e-06,8.196222062936314e-07,3.663713333333272e-08,4.1647087530502684e-08,1.0103438649676264,0.013674729540498106
